Machine_ID,Line_ID,Part_ID,Output_Qty,Timestamp,Machine_Status,Rejects,City,State
0xa00009,a003,100030,6,2019-10-01T19:14:22,1,TRUE,New York City,NY
0xa00026,a003,100053,8,2019-10-01T12:17:39,1,FALSE,New York City,NY
0xa00016,a003,100088,1,2019-10-01T15:28:23,1,FALSE,Baltimore,MD
0xa00012,a003,100096,8,2019-10-01T12:16:49,1,FALSE,Baltimore,MD
0xa00009,a003,100100,3,2019-10-01T08:07:09,1,FALSE,Baltimore,MD
0xa00030,a003,100010,1,2019-10-01T18:54:59,1,FALSE,Baltimore,MD
0xa00034,a003,100063,7,2019-10-01T01:18:00,1,FALSE,Baltimore,MD
0xa00013,a003,100098,7,2019-10-01T15:43:15,1,FALSE,New York City,NY
0xa00009,a003,100069,6,2019-10-01T03:16:25,1,FALSE,Baltimore,MD
0xa00035,a003,100067,1,2019-10-01T18:24:58,0,FALSE,New York City,NY
0xa00039,a003,100046,3,2019-10-01T14:11:51,1,FALSE,New York City,NY
0xa00010,a003,100027,4,2019-10-01T05:58:25,1,FALSE,New York City,NY
0xa00028,a003,100051,2,2019-10-01T15:33:32,1,FALSE,New York City,NY
0xa00024,a003,100083,3,2019-10-01T03:31:34,1,FALSE,Chicago,IL
0xa00028,a003,100073,9,2019-10-01T13:49:07,1,FALSE,Baltimore,MD
0xa00003,a003,100087,7,2019-10-01T09:23:05,1,FALSE,New York City,NY
0xa00015,a003,100090,8,2019-10-01T11:41:21,1,FALSE,Baltimore,MD
0xa00012,a003,100045,8,2019-10-01T14:05:31,1,FALSE,Baltimore,MD
0xa00031,a003,100077,6,2019-10-01T04:49:18,1,FALSE,New York City,NY
0xa00002,a003,100046,3,2019-10-01T22:42:53,1,FALSE,New York City,NY
0xa00009,a003,100027,6,2019-10-01T09:48:20,1,FALSE,New York City,NY
0xa00024,a003,100080,5,2019-10-01T09:39:14,1,FALSE,Baltimore,MD
0xa00015,a003,100038,7,2019-10-01T22:49:28,1,FALSE,New York City,NY
0xa00008,a003,100077,2,2019-10-01T16:00:40,1,FALSE,New York City,NY
0xa00005,a003,100090,8,2019-10-01T20:23:30,1,FALSE,Baltimore,MD
0xa00011,a003,100098,2,2019-10-01T00:17:07,1,FALSE,New York City,NY
0xa00033,a003,100093,6,2019-10-01T19:34:30,1,FALSE,Baltimore,MD
0xa00026,a003,100048,1,2019-10-01T19:23:25,1,FALSE,Baltimore,MD
0xa00015,a003,100062,6,2019-10-01T22:44:17,1,FALSE,Baltimore,MD
0xa00012,a003,100073,3,2019-10-01T09:24:56,1,FALSE,New York City,NY
0xa00016,a003,100008,2,2019-10-01T08:38:03,1,TRUE,New York City,NY
0xa00032,a003,100083,8,2019-10-01T09:34:14,1,FALSE,New York City,NY
0xa00001,a003,100066,7,2019-10-01T20:53:26,1,FALSE,New York City,NY
0xa00024,a003,100097,6,2019-10-01T05:42:49,1,FALSE,New York City,NY
0xa00031,a003,100005,2,2019-10-01T15:46:35,1,FALSE,Chicago,IL
0xa00021,a003,100050,3,2019-10-01T13:53:56,1,FALSE,New York City,NY
0xa00010,a003,100011,4,2019-10-01T03:52:07,1,FALSE,Baltimore,MD
0xa00028,a003,100100,7,2019-10-01T10:03:02,1,FALSE,Baltimore,MD
0xa00002,a003,100022,8,2019-10-01T15:20:52,1,FALSE,Chicago,IL
0xa00033,a003,100057,4,2019-10-01T14:40:44,1,FALSE,Chicago,IL
0xa00032,a003,100033,7,2019-10-01T00:04:37,1,FALSE,New York City,NY
0xa00022,a003,100085,9,2019-10-01T22:34:33,1,FALSE,Baltimore,MD
0xa00013,a003,100060,4,2019-10-01T05:20:57,1,FALSE,Baltimore,MD
0xa00026,a003,100002,2,2019-10-01T20:07:51,0,TRUE,New York City,NY
0xa00018,a003,100077,2,2019-10-01T09:05:55,1,FALSE,Baltimore,MD
0xa00019,a003,100021,9,2019-10-01T06:21:54,1,FALSE,Baltimore,MD
0xa00013,a003,100047,1,2019-10-01T15:13:17,1,FALSE,New York City,NY
0xa00012,a003,100060,1,2019-10-01T23:34:19,1,FALSE,Baltimore,MD
0xa00038,a003,100007,8,2019-10-01T20:41:11,1,FALSE,New York City,NY
0xa00032,a003,100002,2,2019-10-01T20:46:31,1,TRUE,Baltimore,MD
0xa00024,a003,100070,4,2019-10-01T22:42:03,1,FALSE,Baltimore,MD
0xa00005,a003,100009,8,2019-10-01T23:23:28,1,FALSE,New York City,NY
0xa00013,a003,100096,1,2019-10-01T00:51:52,1,FALSE,New York City,NY
0xa00005,a003,100013,1,2019-10-01T06:13:18,1,FALSE,Chicago,IL
0xa00027,a003,100062,6,2019-10-01T12:00:10,0,FALSE,Baltimore,MD
0xa00036,a003,100015,8,2019-10-01T03:15:23,1,FALSE,New York City,NY
0xa00022,a003,100022,7,2019-10-01T23:33:39,1,FALSE,New York City,NY
0xa00026,a003,100002,7,2019-10-01T04:16:15,1,FALSE,New York City,NY
0xa00030,a003,100051,6,2019-10-01T02:25:58,1,FALSE,Baltimore,MD
0xa00021,a003,100051,3,2019-10-01T20:10:09,1,FALSE,Chicago,IL
0xa00024,a003,100023,3,2019-10-01T16:56:28,1,FALSE,Chicago,IL
0xa00003,a003,100028,3,2019-10-01T22:47:07,0,FALSE,New York City,NY
0xa00004,a003,100040,9,2019-10-01T13:21:35,1,FALSE,Chicago,IL
0xa00024,a003,100081,4,2019-10-01T15:51:01,1,FALSE,New York City,NY
0xa00002,a003,100010,9,2019-10-01T10:52:23,1,FALSE,Chicago,IL
0xa00016,a003,100009,8,2019-10-01T23:06:26,0,FALSE,Baltimore,MD
0xa00007,a003,100054,6,2019-10-01T02:59:27,1,FALSE,New York City,NY
0xa00024,a003,100041,5,2019-10-01T18:45:00,1,FALSE,Chicago,IL
0xa00007,a003,100096,7,2019-10-01T04:21:25,1,FALSE,New York City,NY
0xa00011,a003,100089,5,2019-10-01T15:12:59,1,FALSE,New York City,NY
0xa00033,a003,100023,6,2019-10-01T02:47:00,1,FALSE,Baltimore,MD
0xa00019,a003,100087,8,2019-10-01T03:10:46,1,FALSE,Baltimore,MD
0xa00021,a003,100037,7,2019-10-01T17:15:06,1,FALSE,Chicago,IL
0xa00008,a003,100057,1,2019-10-01T16:46:37,1,FALSE,New York City,NY
0xa00034,a003,100056,4,2019-10-01T05:36:39,1,FALSE,New York City,NY
0xa00016,a003,100027,5,2019-10-01T02:42:58,0,FALSE,Baltimore,MD
0xa00026,a003,100001,9,2019-10-01T13:56:24,1,FALSE,New York City,NY
0xa00037,a003,100053,5,2019-10-01T19:54:04,1,FALSE,Baltimore,MD
0xa00001,a003,100096,6,2019-10-01T17:21:51,1,FALSE,New York City,NY
0xa00024,a003,100045,8,2019-10-01T10:12:21,1,FALSE,Baltimore,MD
0xa00003,a003,100037,7,2019-10-01T10:55:33,1,FALSE,Baltimore,MD
0xa00003,a003,100072,7,2019-10-01T22:03:12,1,FALSE,Chicago,IL
0xa00023,a003,100096,8,2019-10-01T05:21:28,1,FALSE,New York City,NY
0xa00009,a003,100073,2,2019-10-01T15:40:25,1,FALSE,Chicago,IL
0xa00026,a003,100081,7,2019-10-01T04:07:37,1,TRUE,Chicago,IL
0xa00021,a003,100069,4,2019-10-01T14:45:33,1,FALSE,Baltimore,MD
0xa00003,a003,100050,6,2019-10-01T23:46:51,1,FALSE,Baltimore,MD
0xa00029,a003,100097,1,2019-10-01T01:00:47,1,FALSE,New York City,NY
0xa00022,a003,100098,2,2019-10-01T19:57:42,1,FALSE,Chicago,IL
0xa00008,a003,100079,3,2019-10-01T12:47:52,1,FALSE,Chicago,IL
0xa00002,a003,100048,9,2019-10-01T11:07:53,0,FALSE,New York City,NY
0xa00021,a003,100012,6,2019-10-01T15:42:32,1,FALSE,New York City,NY
0xa00005,a003,100093,8,2019-10-01T00:12:35,1,FALSE,Baltimore,MD
0xa00003,a003,100041,2,2019-10-01T18:02:01,1,TRUE,New York City,NY
0xa00024,a003,100047,2,2019-10-01T17:34:11,1,FALSE,Baltimore,MD
0xa00031,a003,100004,9,2019-10-01T20:23:40,1,FALSE,Baltimore,MD
0xa00026,a003,100100,7,2019-10-01T08:59:22,1,FALSE,New York City,NY
0xa00010,a003,100004,1,2019-10-01T11:54:05,1,FALSE,Chicago,IL
0xa00028,a003,100085,3,2019-10-01T08:31:40,1,FALSE,Chicago,IL
0xa00015,a003,100091,1,2019-10-01T05:53:16,0,FALSE,Baltimore,MD
0xa00035,a003,100010,2,2019-10-01T11:32:30,1,FALSE,New York City,NY
0xa00009,a003,100098,7,2019-10-01T19:08:35,1,FALSE,New York City,NY
0xa00030,a003,100079,1,2019-10-01T09:24:18,1,FALSE,Baltimore,MD
0xa00003,a003,100058,9,2019-10-01T18:49:16,1,FALSE,New York City,NY
0xa00003,a003,100069,6,2019-10-01T06:16:40,0,FALSE,New York City,NY
0xa00010,a003,100090,3,2019-10-01T14:36:15,1,FALSE,Baltimore,MD
0xa00038,a003,100027,8,2019-10-01T14:09:43,0,FALSE,Baltimore,MD
0xa00010,a003,100068,6,2019-10-01T09:50:08,1,FALSE,New York City,NY
0xa00018,a003,100043,8,2019-10-01T23:32:24,1,FALSE,Baltimore,MD
0xa00022,a003,100041,1,2019-10-01T12:16:58,1,FALSE,New York City,NY
0xa00009,a003,100058,6,2019-10-01T11:51:45,1,FALSE,Baltimore,MD
0xa00007,a003,100006,1,2019-10-01T04:36:28,1,FALSE,Baltimore,MD
0xa00029,a003,100025,9,2019-10-01T01:02:55,0,FALSE,New York City,NY
0xa00015,a003,100028,9,2019-10-01T15:03:31,1,FALSE,New York City,NY
0xa00005,a003,100038,8,2019-10-01T08:59:28,1,FALSE,Baltimore,MD
0xa00029,a003,100028,9,2019-10-01T12:09:06,1,FALSE,Chicago,IL
0xa00039,a003,100043,3,2019-10-01T23:13:28,1,FALSE,Chicago,IL
0xa00013,a003,100032,4,2019-10-01T05:30:01,1,FALSE,Baltimore,MD
0xa00037,a003,100045,9,2019-10-01T02:51:11,1,FALSE,Baltimore,MD
0xa00016,a003,100044,4,2019-10-01T19:47:54,1,FALSE,New York City,NY
0xa00034,a003,100024,8,2019-10-01T08:07:11,1,FALSE,New York City,NY
0xa00027,a003,100097,3,2019-10-01T01:24:10,1,FALSE,Baltimore,MD
0xa00003,a003,100021,5,2019-10-01T21:44:41,1,FALSE,Baltimore,MD
0xa00027,a003,100064,6,2019-10-01T18:16:37,1,FALSE,Baltimore,MD
0xa00031,a003,100052,2,2019-10-01T13:33:29,1,FALSE,Baltimore,MD
0xa00005,a003,100020,1,2019-10-01T17:44:40,1,FALSE,New York City,NY
0xa00030,a003,100044,4,2019-10-01T17:13:15,1,FALSE,Chicago,IL
0xa00011,a003,100026,9,2019-10-01T01:49:48,1,FALSE,Baltimore,MD
0xa00018,a003,100036,8,2019-10-01T22:22:52,1,FALSE,Chicago,IL
0xa00028,a003,100028,2,2019-10-01T20:16:54,1,FALSE,New York City,NY
0xa00024,a003,100006,1,2019-10-01T06:30:51,1,FALSE,New York City,NY
0xa00004,a003,100026,7,2019-10-01T18:34:19,1,FALSE,New York City,NY
0xa00029,a003,100034,3,2019-10-01T13:40:37,1,FALSE,Chicago,IL
0xa00012,a003,100091,4,2019-10-01T19:29:01,1,FALSE,New York City,NY
0xa00016,a003,100046,9,2019-10-01T19:34:36,1,FALSE,Baltimore,MD
0xa00024,a003,100013,9,2019-10-01T08:39:35,0,FALSE,New York City,NY
0xa00038,a003,100036,9,2019-10-01T13:15:46,0,FALSE,New York City,NY
0xa00028,a003,100036,7,2019-10-01T08:08:35,1,FALSE,New York City,NY
0xa00032,a003,100072,1,2019-10-01T12:57:51,1,FALSE,Chicago,IL
0xa00008,a003,100015,2,2019-10-01T12:09:26,1,FALSE,Baltimore,MD
0xa00028,a003,100010,7,2019-10-01T20:02:13,1,FALSE,Baltimore,MD
0xa00010,a003,100099,2,2019-10-01T01:29:05,0,FALSE,Baltimore,MD
0xa00021,a003,100080,9,2019-10-01T05:25:16,1,FALSE,New York City,NY
0xa00027,a003,100087,5,2019-10-01T15:53:28,1,FALSE,Baltimore,MD
0xa00027,a003,100018,5,2019-10-01T07:19:51,1,FALSE,Baltimore,MD
0xa00034,a003,100086,8,2019-10-01T11:13:42,1,FALSE,Chicago,IL
0xa00019,a003,100041,1,2019-10-01T12:22:47,1,FALSE,New York City,NY
0xa00009,a003,100010,2,2019-10-01T17:21:04,1,FALSE,Baltimore,MD
0xa00014,a003,100024,1,2019-10-01T19:31:08,1,FALSE,Baltimore,MD
0xa00024,a003,100062,7,2019-10-01T14:40:56,1,TRUE,New York City,NY
0xa00017,a003,100018,4,2019-10-01T22:02:27,1,FALSE,Baltimore,MD
0xa00032,a003,100088,2,2019-10-01T00:21:28,0,FALSE,Chicago,IL
0xa00008,a003,100094,9,2019-10-01T12:01:01,1,FALSE,Baltimore,MD
0xa00036,a003,100097,1,2019-10-01T08:09:59,0,FALSE,Chicago,IL
0xa00039,a003,100051,2,2019-10-01T10:08:51,1,FALSE,Baltimore,MD
0xa00023,a003,100084,9,2019-10-01T20:49:41,1,FALSE,New York City,NY
0xa00022,a003,100049,9,2019-10-01T06:21:43,1,FALSE,Baltimore,MD
0xa00024,a003,100050,3,2019-10-01T21:47:38,1,FALSE,Baltimore,MD
0xa00030,a003,100084,2,2019-10-01T08:27:53,1,FALSE,Baltimore,MD
0xa00019,a003,100062,4,2019-10-01T09:55:45,1,FALSE,New York City,NY
0xa00017,a003,100044,1,2019-10-01T19:36:20,1,FALSE,Chicago,IL
0xa00021,a003,100082,1,2019-10-01T11:20:54,1,FALSE,Baltimore,MD
0xa00012,a003,100017,8,2019-10-01T20:59:44,1,TRUE,New York City,NY
0xa00031,a003,100006,8,2019-10-01T06:25:53,1,FALSE,New York City,NY
0xa00027,a003,100077,2,2019-10-01T01:19:06,1,FALSE,Baltimore,MD
0xa00004,a003,100012,6,2019-10-01T22:56:58,1,FALSE,Chicago,IL
0xa00006,a003,100006,8,2019-10-01T23:29:10,1,FALSE,New York City,NY
0xa00025,a003,100053,6,2019-10-01T03:34:35,1,FALSE,New York City,NY
0xa00038,a003,100063,1,2019-10-01T15:01:10,0,FALSE,Baltimore,MD
0xa00002,a003,100097,4,2019-10-01T16:08:59,1,FALSE,New York City,NY
0xa00010,a003,100018,2,2019-10-01T02:14:59,1,FALSE,Baltimore,MD
0xa00003,a003,100087,1,2019-10-01T15:06:17,1,FALSE,Baltimore,MD
0xa00022,a003,100017,9,2019-10-01T09:34:52,1,FALSE,Baltimore,MD
0xa00006,a003,100058,5,2019-10-01T13:07:17,1,FALSE,New York City,NY
0xa00003,a003,100053,3,2019-10-01T23:22:36,1,FALSE,New York City,NY
0xa00034,a003,100052,1,2019-10-01T01:19:02,0,FALSE,New York City,NY
0xa00014,a003,100056,9,2019-10-01T18:45:36,1,FALSE,Baltimore,MD
0xa00005,a003,100098,2,2019-10-01T10:23:36,1,FALSE,Chicago,IL
0xa00020,a003,100055,8,2019-10-01T12:46:16,1,FALSE,Baltimore,MD
0xa00034,a003,100082,7,2019-10-01T15:14:11,1,FALSE,New York City,NY
0xa00035,a003,100064,6,2019-10-01T16:16:37,0,FALSE,New York City,NY
0xa00018,a003,100057,4,2019-10-01T12:24:20,1,FALSE,New York City,NY
0xa00032,a003,100047,5,2019-10-01T21:43:10,0,FALSE,Chicago,IL
0xa00015,a003,100067,1,2019-10-01T08:27:59,1,FALSE,Baltimore,MD
0xa00017,a003,100017,3,2019-10-01T00:40:59,1,TRUE,New York City,NY
0xa00004,a003,100098,4,2019-10-01T16:24:19,1,FALSE,Baltimore,MD
0xa00024,a003,100067,6,2019-10-01T13:05:05,1,FALSE,Baltimore,MD
0xa00020,a003,100001,5,2019-10-01T05:40:59,0,FALSE,New York City,NY
