Machine_ID,Line_ID,Part_ID,Output_Qty,Timestamp,Machine_Status,Rejects,City,State
0xa00031,a002,100045,7,2019-10-01T09:28:57,1,FALSE,Baltimore,MD
0xa00013,a004,100072,6,2019-10-01T00:03:39,1,FALSE,Baltimore,MD
0xa00009,a003,100030,6,2019-10-01T19:14:22,1,TRUE,New York City,NY
0xa00004,a002,100044,5,2019-10-01T20:27:52,1,TRUE,New York City,NY
0xa00026,a003,100053,8,2019-10-01T12:17:39,1,FALSE,New York City,NY
0xa00030,a002,100036,3,2019-10-01T00:19:09,1,FALSE,Baltimore,MD
0xa00018,a000,100066,3,2019-10-01T23:02:26,1,FALSE,New York City,NY
0xa00031,a000,100067,2,2019-10-01T10:40:28,1,FALSE,New York City,NY
0xa00030,a001,100013,8,2019-10-01T14:21:39,1,FALSE,New York City,NY
0xa00031,a000,100071,7,2019-10-01T16:28:34,0,FALSE,Baltimore,MD
0xa00016,a003,100088,1,2019-10-01T15:28:23,1,FALSE,Baltimore,MD
0xa00012,a003,100096,8,2019-10-01T12:16:49,1,FALSE,Baltimore,MD
0xa00009,a001,100091,3,2019-10-01T14:16:54,0,FALSE,New York City,NY
0xa00020,a004,100056,5,2019-10-01T01:35:43,1,FALSE,Baltimore,MD
0xa00001,a001,100072,4,2019-10-01T10:59:23,1,FALSE,Chicago,IL
0xa00009,a003,100100,3,2019-10-01T08:07:09,1,FALSE,Baltimore,MD
0xa00024,a001,100028,5,2019-10-01T08:23:22,1,FALSE,Baltimore,MD
0xa00030,a003,100010,1,2019-10-01T18:54:59,1,FALSE,Baltimore,MD
0xa00019,a000,100087,2,2019-10-01T18:52:24,1,FALSE,Baltimore,MD
0xa00016,a001,100006,3,2019-10-01T23:02:47,1,FALSE,Baltimore,MD
0xa00010,a001,100045,6,2019-10-01T13:28:57,1,FALSE,Chicago,IL
0xa00028,a000,100053,5,2019-10-01T04:38:13,1,FALSE,New York City,NY
0xa00010,a002,100045,9,2019-10-01T02:22:41,1,FALSE,New York City,NY
0xa00016,a002,100016,9,2019-10-01T07:42:11,1,FALSE,New York City,NY
0xa00005,a001,100100,1,2019-10-01T19:39:02,1,FALSE,Baltimore,MD
0xa00027,a001,100034,2,2019-10-01T20:20:22,1,TRUE,New York City,NY
0xa00005,a004,100095,6,2019-10-01T06:26:18,1,FALSE,New York City,NY
0xa00024,a004,100029,7,2019-10-01T15:31:05,1,FALSE,New York City,NY
0xa00034,a003,100063,7,2019-10-01T01:18:00,1,FALSE,Baltimore,MD
0xa00017,a002,100057,1,2019-10-01T13:42:07,1,FALSE,Baltimore,MD
0xa00012,a001,100007,6,2019-10-01T02:05:56,1,FALSE,Chicago,IL
0xa00005,a001,100019,9,2019-10-01T00:06:48,0,FALSE,Baltimore,MD
0xa00017,a002,100030,7,2019-10-01T09:06:15,1,FALSE,New York City,NY
0xa00017,a001,100005,9,2019-10-01T19:35:12,1,FALSE,Baltimore,MD
0xa00008,a001,100017,7,2019-10-01T22:03:04,1,FALSE,Baltimore,MD
0xa00013,a001,100039,4,2019-10-01T03:23:42,1,FALSE,Baltimore,MD
0xa00028,a002,100021,3,2019-10-01T11:05:16,1,FALSE,New York City,NY
0xa00004,a002,100074,6,2019-10-01T05:51:33,1,FALSE,Baltimore,MD
0xa00020,a004,100051,9,2019-10-01T13:36:43,1,FALSE,New York City,NY
0xa00031,a001,100049,9,2019-10-01T23:55:55,1,FALSE,New York City,NY
0xa00033,a000,100028,9,2019-10-01T23:16:09,1,FALSE,Baltimore,MD
0xa00013,a002,100094,5,2019-10-01T12:52:18,1,FALSE,Baltimore,MD
0xa00013,a003,100098,7,2019-10-01T15:43:15,1,FALSE,New York City,NY
0xa00037,a000,100015,7,2019-10-01T16:19:15,1,FALSE,Baltimore,MD
0xa00012,a004,100097,5,2019-10-01T00:33:15,1,FALSE,Baltimore,MD
0xa00009,a004,100083,5,2019-10-01T16:07:14,1,FALSE,Baltimore,MD
0xa00018,a000,100051,4,2019-10-01T08:22:08,1,FALSE,Baltimore,MD
0xa00009,a003,100069,6,2019-10-01T03:16:25,1,FALSE,Baltimore,MD
0xa00002,a002,100005,2,2019-10-01T17:44:23,1,FALSE,Chicago,IL
0xa00018,a002,100092,9,2019-10-01T15:31:27,0,FALSE,New York City,NY
0xa00004,a004,100089,7,2019-10-01T16:27:31,1,FALSE,New York City,NY
0xa00009,a002,100028,6,2019-10-01T13:41:54,0,TRUE,New York City,NY
0xa00035,a003,100067,1,2019-10-01T18:24:58,0,FALSE,New York City,NY
0xa00018,a004,100002,2,2019-10-01T03:29:49,1,FALSE,Chicago,IL
0xa00027,a000,100020,7,2019-10-01T08:07:14,0,FALSE,Chicago,IL
0xa00039,a003,100046,3,2019-10-01T14:11:51,1,FALSE,New York City,NY
0xa00010,a003,100027,4,2019-10-01T05:58:25,1,FALSE,New York City,NY
0xa00036,a004,100037,4,2019-10-01T17:45:44,0,FALSE,Baltimore,MD
0xa00028,a003,100051,2,2019-10-01T15:33:32,1,FALSE,New York City,NY
0xa00024,a004,100083,2,2019-10-01T21:56:43,1,FALSE,New York City,NY
0xa00018,a001,100037,3,2019-10-01T05:17:27,1,FALSE,Chicago,IL
0xa00012,a002,100072,1,2019-10-01T21:04:53,1,FALSE,New York City,NY
0xa00027,a004,100084,7,2019-10-01T00:54:10,1,FALSE,Baltimore,MD
0xa00003,a004,100083,1,2019-10-01T17:03:52,1,FALSE,New York City,NY
0xa00024,a003,100083,3,2019-10-01T03:31:34,1,FALSE,Chicago,IL
0xa00003,a004,100048,7,2019-10-01T04:57:59,0,FALSE,New York City,NY
0xa00036,a002,100080,6,2019-10-01T15:26:39,0,FALSE,Baltimore,MD
0xa00006,a000,100041,9,2019-10-01T11:28:19,1,FALSE,Chicago,IL
0xa00001,a004,100026,4,2019-10-01T01:11:45,1,FALSE,New York City,NY
0xa00002,a001,100090,6,2019-10-01T10:16:29,1,FALSE,Baltimore,MD
0xa00030,a001,100004,8,2019-10-01T09:39:08,1,FALSE,New York City,NY
0xa00007,a000,100004,4,2019-10-01T17:45:24,1,FALSE,Baltimore,MD
0xa00029,a004,100073,9,2019-10-01T10:09:50,1,FALSE,Baltimore,MD
0xa00006,a000,100065,4,2019-10-01T14:16:12,1,FALSE,Baltimore,MD
0xa00032,a000,100020,9,2019-10-01T14:59:48,1,FALSE,Baltimore,MD
0xa00033,a002,100041,5,2019-10-01T13:31:59,1,TRUE,Baltimore,MD
0xa00019,a002,100093,1,2019-10-01T08:57:13,1,FALSE,Baltimore,MD
0xa00029,a002,100063,8,2019-10-01T15:14:51,1,FALSE,Baltimore,MD
0xa00035,a004,100014,7,2019-10-01T06:59:34,1,FALSE,New York City,NY
0xa00018,a000,100086,8,2019-10-01T18:13:29,1,FALSE,New York City,NY
0xa00008,a001,100039,3,2019-10-01T01:44:33,1,FALSE,New York City,NY
0xa00039,a001,100051,2,2019-10-01T07:20:11,1,FALSE,New York City,NY
0xa00025,a004,100091,8,2019-10-01T04:18:58,1,FALSE,Baltimore,MD
0xa00028,a003,100073,9,2019-10-01T13:49:07,1,FALSE,Baltimore,MD
0xa00003,a003,100087,7,2019-10-01T09:23:05,1,FALSE,New York City,NY
0xa00003,a002,100052,9,2019-10-01T20:13:27,1,FALSE,Baltimore,MD
0xa00030,a002,100097,2,2019-10-01T02:50:27,1,TRUE,Baltimore,MD
